"Statistic Label","Month","NACE Group","UNIT","VALUE"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","123.7"
"Retail Sales Index Value Unadjusted","2021 June","Department stores (4719)","Base 2015=100","98.2"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of automotive fuel (4730)","Base 2015=100","114.6"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of hardware, paints and glass (4752)","Base 2015=100","174.6"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of furniture and lighting (4759)","Base 2015=100","162.1"
"Retail Sales Index Value Unadjusted","2021 June","Bars (5630)","Base 2015=100","56.7"
"Retail Sales Index Value Unadjusted","2021 June","All retail businesses","Base 2015=100","113.5"
"Retail Sales Index Value Unadjusted","2021 June","Motor trades and automotive fuel (45,4730)","Base 2015=100","105.9"
"Retail Sales Index Value Unadjusted","2021 June","All retail businesses, excluding motor trades and bars","Base 2015=100","121.2"
"Retail Sales Index Value Unadjusted","2021 June","All retail businesses, excluding motor trades","Base 2015=100","116.9"
"Retail Sales Index Value Unadjusted","2021 June","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.3"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122.6"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","120"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","114"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","136.6"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.8"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","119.1"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107"
"Retail Sales Index Value Unadjusted","2021 June","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","106.4"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","86.4"
"Retail Sales Index Value Unadjusted","2021 June","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","125.1"
"Retail Sales Index Value Unadjusted","2021 July","Motor trades (45)","Base 2015=100","185.1"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","129.8"
"Retail Sales Index Value Unadjusted","2021 July","Department stores (4719)","Base 2015=100","77.9"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of automotive fuel (4730)","Base 2015=100","112.8"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of hardware, paints and glass (4752)","Base 2015=100","147.3"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of furniture and lighting (4759)","Base 2015=100","103.4"
"Retail Sales Index Value Unadjusted","2021 July","Bars (5630)","Base 2015=100","64"
"Retail Sales Index Value Unadjusted","2021 July","All retail businesses","Base 2015=100","130.9"
"Retail Sales Index Value Unadjusted","2021 July","Motor trades and automotive fuel (45,4730)","Base 2015=100","175.4"
"Retail Sales Index Value Unadjusted","2021 July","All retail businesses, excluding motor trades and bars","Base 2015=100","112.5"
"Retail Sales Index Value Unadjusted","2021 July","All retail businesses, excluding motor trades","Base 2015=100","109.6"
"Retail Sales Index Value Unadjusted","2021 July","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","112.4"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of food (4711,4721 to 4729)","Base 2015=100","127.8"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.5"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","112.2"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","113.4"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","105.9"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","111.6"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","71.2"
"Retail Sales Index Value Unadjusted","2021 July","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","69.4"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","70"
"Retail Sales Index Value Unadjusted","2021 July","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","119"
"Retail Sales Index Value Unadjusted","2021 August","Motor trades (45)","Base 2015=100","137.7"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","119.8"
"Retail Sales Index Value Unadjusted","2021 August","Department stores (4719)","Base 2015=100","91.1"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of automotive fuel (4730)","Base 2015=100","110.8"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of hardware, paints and glass (4752)","Base 2015=100","140.1"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of furniture and lighting (4759)","Base 2015=100","147.9"
"Retail Sales Index Value Unadjusted","2021 August","Bars (5630)","Base 2015=100","95.3"
"Retail Sales Index Value Unadjusted","2021 August","All retail businesses","Base 2015=100","122.8"
"Retail Sales Index Value Unadjusted","2021 August","Motor trades and automotive fuel (45,4730)","Base 2015=100","135.3"
"Retail Sales Index Value Unadjusted","2021 August","All retail businesses, excluding motor trades and bars","Base 2015=100","117.2"
"Retail Sales Index Value Unadjusted","2021 August","All retail businesses, excluding motor trades","Base 2015=100","115.9"
"Retail Sales Index Value Unadjusted","2021 August","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","117.6"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of food (4711,4721 to 4729)","Base 2015=100","119.2"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","116.2"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","114.3"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","137.4"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","128.9"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","116.3"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","99"
"Retail Sales Index Value Unadjusted","2021 August","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","93.1"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","110.7"
"Retail Sales Index Value Unadjusted","2021 August","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","120.5"
"Retail Sales Index Value Unadjusted","2021 September","Motor trades (45)","Base 2015=100","114.2"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","122.9"
"Retail Sales Index Value Unadjusted","2021 September","Department stores (4719)","Base 2015=100","77.3"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of automotive fuel (4730)","Base 2015=100","118.6"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of hardware, paints and glass (4752)","Base 2015=100","148.5"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of furniture and lighting (4759)","Base 2015=100","168.1"
"Retail Sales Index Value Unadjusted","2021 September","Bars (5630)","Base 2015=100","98"
"Retail Sales Index Value Unadjusted","2021 September","All retail businesses","Base 2015=100","119.1"
"Retail Sales Index Value Unadjusted","2021 September","Motor trades and automotive fuel (45,4730)","Base 2015=100","115.7"
"Retail Sales Index Value Unadjusted","2021 September","All retail businesses, excluding motor trades and bars","Base 2015=100","121.7"
"Retail Sales Index Value Unadjusted","2021 September","All retail businesses, excluding motor trades","Base 2015=100","120.3"
"Retail Sales Index Value Unadjusted","2021 September","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.8"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122.2"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","121.4"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","117"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","158"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","154.4"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","105.9"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","113.6"
"Retail Sales Index Value Unadjusted","2021 September","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","111.8"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","112"
"Retail Sales Index Value Unadjusted","2021 September","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","126.3"
"Retail Sales Index Value Unadjusted","2021 October","Motor trades (45)","Base 2015=100","87.6"
"Retail Sales Index Value Unadjusted","2021 October","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","126.5"
"Retail Sales Index Value Unadjusted","2021 October","Department stores (4719)","Base 2015=100","78.5"
"Retail Sales Index Value Unadjusted","2021 October","Retail sale of automotive fuel (4730)","Base 2015=100","116.3"
"Retail Sales Index Value Unadjusted","2021 October","Retail sale of hardware, paints and glass (4752)","Base 2015=100","126.9"
"Retail Sales Index Value Unadjusted","2021 October","Retail sale of furniture and lighting (4759)","Base 2015=100","144.7"
"Retail Sales Index Value Unadjusted","2021 October","Bars (5630)","Base 2015=100","108.1"
"Retail Sales Index Value Unadjusted","2021 October","All retail businesses","Base 2015=100","110.3"
"Retail Sales Index Value Unadjusted","2021 October","Motor trades and automotive fuel (45,4730)","Base 2015=100","92.7"
"Retail Sales Index Value Unadjusted","2021 October","All retail businesses, excluding motor trades and bars","Base 2015=100","118.1"
"Retail Sales Index Value Unadjusted","2021 October","All retail businesses, excluding motor trades","Base 2015=100","117.5"
"Retail Sales Index Value Unadjusted","2021 October","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","118.2"
"Retail Sales Index Value Unadjusted","2021 October","Retail sale of food (4711,4721 to 4729)","Base 2015=100","125.7"
